caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
1925-12-31,,,,,15236829.50,89,,,,
1926-01-02,0.004297,0.004297,0.002941,0.002941,15319686.50,89,15236829.50,79,,
1926-01-04,-0.001357,-0.001357,0.001036,0.001036,15298901.20,89,15319686.50,80,,
1926-01-05,-0.004603,-0.004653,-0.005856,-0.006063,15227711.50,89,15298901.20,80,,
1926-01-06,0.000537,0.000537,0.000888,0.000888,15235889.20,89,15227711.50,80,,
1926-01-07,0.003907,0.003907,0.004258,0.004258,15295415.10,89,15235889.20,80,,
1926-01-08,-0.002693,-0.003221,-0.003866,-0.004697,15246145.80,89,15295415.10,80,,
1926-01-09,0.002218,0.002218,0.002139,0.002139,15090059.60,89,15056670.60,79,,
1926-01-11,-0.006515,-0.006608,-0.004707,-0.004852,15179515.60,89,15090059.60,79,,
1926-01-12,-0.001597,-0.001597,-0.003337,-0.003337,15155273.80,89,15179515.60,80,,
1926-01-13,0.003465,0.003465,0.006940,0.006940,15207784.90,89,15155273.80,80,,
1926-01-14,-0.005732,-0.005732,-0.004816,-0.004816,15120621.10,89,15207784.90,80,,
1926-01-15,-0.012153,-0.012979,-0.013974,-0.014946,14924374.10,89,15120621.10,80,,
1926-01-16,-0.000511,-0.000511,0.000968,0.000968,14967051.10,89,14924374.10,80,,
1926-01-18,0.004508,0.004508,0.005104,0.005104,14983984.40,89,14916741.10,80,,
1926-01-19,-0.011540,-0.011540,-0.011882,-0.011882,14811064.50,89,14983984.40,80,,
1926-01-20,0.006186,0.006186,0.006479,0.006479,14902689.80,89,14811064.50,80,,
1926-01-21,-0.008730,-0.008789,-0.009092,-0.009218,14861463.00,89,14902689.80,80,,
1926-01-22,0.006297,0.006297,0.005857,0.005857,14938221.90,89,14844743.00,80,,
1926-01-23,0.004987,0.004987,0.005345,0.005345,14656873.90,89,14584141.90,78,,
1926-01-25,0.005291,0.005260,0.007310,0.007101,15090535.00,89,14656873.90,78,,
1926-01-26,-0.005960,-0.005960,-0.006531,-0.006531,15000600.10,89,15090535.00,81,,
1926-01-27,0.006636,0.006636,0.007110,0.007110,15083144.90,89,14983715.10,80,,
1926-01-28,0.003137,0.003137,0.005714,0.005714,15147018.90,89,15083144.90,80,,
1926-01-29,0.009238,0.008616,0.008093,0.007391,15277525.90,89,15147018.90,81,,
1926-01-30,0.000009,0.000009,0.001389,0.001389,15277664.00,89,15277525.90,81,,
1926-02-01,-0.004103,-0.004593,-0.003692,-0.003865,15257380.10,89,15277664.00,81,,
1926-02-02,0.006010,0.006010,0.006043,0.006043,15298903.00,89,15207500.10,81,,
1926-02-03,0.004727,0.004727,0.003732,0.003732,15371227.00,89,15298903.00,81,,
1926-02-04,0.004780,0.004780,0.004917,0.004917,15444695.70,89,15371227.00,81,,
1926-02-05,-0.001882,-0.001882,-0.000744,-0.000744,15425004.90,89,15444695.70,81,,
1926-02-06,-0.000083,-0.000083,0.000201,0.000201,15423724.80,89,15425004.90,81,,
1926-02-08,-0.005627,-0.005919,-0.004877,-0.005032,15332428.50,89,15423724.80,81,,
1926-02-09,0.003226,0.003226,0.003973,0.003973,15381888.40,89,15332428.50,81,,
1926-02-10,0.003489,0.003001,0.000502,0.000177,15428054.90,89,15381888.40,81,,
1926-02-11,0.001654,0.001557,-0.000216,-0.000388,15452080.50,89,15428054.90,81,,
1926-02-13,0.000201,0.000201,-0.002346,-0.002346,15455180.90,89,15452080.50,81,,
1926-02-15,-0.019985,-0.020015,-0.021348,-0.021458,15145851.00,89,15455180.90,81,,
1926-02-16,0.004441,0.004441,0.004775,0.004775,15213115.90,89,15145851.00,81,,
1926-02-17,0.006048,0.006048,0.005054,0.005054,15305130.80,89,15213115.90,81,,
1926-02-18,0.001275,0.001258,0.001229,0.001190,15324389.90,89,15305130.80,81,,
1926-02-19,0.000347,-0.000143,-0.001479,-0.001813,15322204.60,89,15324389.90,81,,
1926-02-20,-0.001093,-0.001093,-0.001656,-0.001656,15305459.00,89,15322204.60,81,,
1926-02-23,-0.009545,-0.010135,-0.011053,-0.011224,15155495.90,89,15305459.00,81,,
1926-02-24,-0.004227,-0.004227,-0.002297,-0.002297,15091426.10,89,15155495.90,81,,
1926-02-25,-0.012444,-0.012787,-0.012978,-0.013049,14898459.00,89,15091426.10,81,,
1926-02-26,-0.012005,-0.013788,-0.012488,-0.013419,14693045.20,89,14898459.00,81,,
1926-02-27,0.001351,0.001351,0.003932,0.003932,14712894.90,89,14693045.20,81,,
1926-03-01,-0.015197,-0.015683,-0.015585,-0.015987,14525876.50,89,14533686.90,80,,
1926-03-02,-0.024114,-0.024114,-0.032163,-0.032163,14352319.40,89,14525876.50,81,,
1926-03-03,-0.016808,-0.017186,-0.016346,-0.016760,14105655.60,89,14352319.40,82,,
1926-03-04,0.042271,0.042271,0.049159,0.049159,14701937.10,89,14105655.60,82,,
1926-03-05,0.003787,0.003059,0.007290,0.006677,14746916.00,89,14701937.10,82,,
1926-03-06,-0.004807,-0.004807,-0.005338,-0.005338,14605991.50,89,14676541.00,81,,
1926-03-08,-0.004643,-0.004643,-0.008828,-0.008828,14608554.50,89,14605991.50,81,,
1926-03-09,0.005346,0.004917,0.008018,0.007736,14680387.50,89,14608554.50,82,,
1926-03-10,0.009818,0.009818,0.011496,0.011496,14824514.00,89,14680387.50,82,,
1926-03-11,0.006455,0.006398,0.005207,0.005054,14919365.60,89,14824514.00,82,,
1926-03-12,0.003321,0.003032,0.002558,0.002072,14964596.60,89,14919365.60,82,,
1926-03-13,-0.017525,-0.017525,-0.018370,-0.018370,14702345.90,89,14964596.60,82,,
1926-03-15,0.003143,0.002884,0.000445,-0.000231,14744748.60,89,14702345.90,82,,
1926-03-16,-0.003979,-0.003979,-0.003515,-0.003515,14686072.20,89,14744748.60,82,,
1926-03-17,-0.004902,-0.004937,-0.007303,-0.007524,14613571.80,89,14686072.20,82,,
1926-03-18,-0.012170,-0.012573,-0.013518,-0.013865,14429830.10,89,14613571.80,82,,
1926-03-19,-0.005740,-0.005852,-0.005460,-0.005651,14345388.80,89,14429830.10,82,,
1926-03-20,0.001846,0.001846,0.002119,0.002119,14371874.50,89,14345388.80,82,,
1926-03-22,0.008015,0.008015,0.010166,0.010166,14487066.10,89,14371874.50,82,,
1926-03-23,-0.006485,-0.006485,-0.006306,-0.006306,14393115.40,89,14487066.10,82,,
1926-03-24,-0.016472,-0.016472,-0.017180,-0.017180,14156024.90,89,14393115.40,82,,
1926-03-25,-0.001399,-0.001540,-0.001967,-0.002144,14134227.20,89,14156024.90,82,,
1926-03-26,0.002685,0.002169,0.001975,0.001646,14164882.50,89,14134227.20,82,,
1926-03-27,-0.010038,-0.010038,-0.011341,-0.011341,13887337.10,89,14028156.50,81,,
1926-03-29,-0.022317,-0.022425,-0.021593,-0.021750,13711143.10,89,13887337.10,81,,
1926-03-30,-0.012175,-0.012175,-0.015864,-0.015864,13544208.40,89,13711143.10,82,,
1926-03-31,0.034989,0.034544,0.036621,0.035613,14012079.20,89,13544208.40,82,,
1926-04-01,0.003967,0.003303,0.007153,0.006025,14042667.20,89,13996431.80,81,,
1926-04-03,-0.000236,-0.000236,0.000804,0.000804,13745034.80,89,13732567.20,79,,
1926-04-05,0.005100,0.005100,0.008981,0.008981,14127728.80,89,13745034.80,80,,
1926-04-06,0.009555,0.009555,0.009664,0.009664,14262719.40,89,14127728.80,82,,
1926-04-07,-0.004164,-0.004164,-0.003976,-0.003976,13835258.20,89,13893112.40,81,,
1926-04-08,-0.004319,-0.004319,-0.005336,-0.005336,14129148.10,89,13819225.80,80,,
1926-04-09,0.000677,0.000405,0.000624,-0.000049,14150859.90,89,14129148.10,81,,
1926-04-10,-0.003047,-0.003047,-0.003159,-0.003159,14107746.20,89,14150859.90,82,,
1926-04-12,-0.019107,-0.019107,-0.021974,-0.021974,13838183.40,89,14107746.20,82,,
1926-04-13,0.010267,0.010166,0.014083,0.013934,13962952.40,89,13822439.60,81,,
1926-04-14,-0.012908,-0.013064,-0.015198,-0.015306,13796051.20,89,13962952.40,81,,
1926-04-15,0.002818,0.002628,0.003647,0.003480,13816751.40,89,13780541.20,81,,
1926-04-16,0.000042,-0.000336,0.001018,0.000436,13812112.90,89,13816751.40,81,,
1926-04-17,0.002807,0.002807,0.001425,0.001425,13866277.60,89,13812112.90,81,,
1926-04-19,0.000777,0.000777,-0.001992,-0.001992,13877050.70,89,13866277.60,82,,
1926-04-20,0.004656,0.004656,0.005847,0.005847,13941661.10,89,13877050.70,82,,
1926-04-21,0.015531,0.015468,0.016859,0.016700,14157306.10,89,13941661.10,82,,
1926-04-22,0.009272,0.009272,0.008270,0.008270,14288573.80,89,14157306.10,82,,
1926-04-23,0.011533,0.011501,0.010966,0.010747,14452911.90,89,14288573.80,82,,
1926-04-24,0.006770,0.006770,0.004462,0.004462,14535690.20,89,14437951.90,81,,
1926-04-26,-0.006923,-0.006923,-0.009655,-0.009655,14450207.10,89,14535690.20,81,,
1926-04-27,-0.001158,-0.001158,-0.000485,-0.000485,14433474.60,89,14450207.10,82,,
1926-04-28,0.006942,0.006942,0.004714,0.004714,14533673.50,89,14433474.60,82,,
1926-04-29,0.001811,0.001364,0.000829,0.000634,14553498.40,89,14533673.50,82,,
1926-04-30,-0.002338,-0.003643,-0.005328,-0.006253,14500482.20,89,14553498.40,82,,
1926-05-01,-0.001858,-0.001858,-0.001369,-0.001369,14210131.00,89,14236582.20,81,,
1926-05-03,-0.016543,-0.016543,-0.017603,-0.017603,14221501.50,89,14194524.80,80,,
1926-05-04,0.004776,0.004776,0.004074,0.004074,14304389.40,89,14221501.50,81,,
1926-05-05,0.001722,0.001722,0.001663,0.001663,14314042.10,89,14289429.40,81,,
1926-05-06,0.002038,0.002038,0.001788,0.001788,14343208.20,89,14314042.10,81,,
1926-05-07,-0.008789,-0.008941,-0.009645,-0.009826,14230118.10,89,14343208.20,81,,
1926-05-08,-0.000664,-0.000664,-0.001417,-0.001417,14220665.90,89,14230118.10,82,,
1926-05-10,-0.004460,-0.004622,-0.003431,-0.003647,14139482.60,89,14205568.40,81,,
1926-05-11,0.000599,0.000263,0.001736,0.001505,14143196.10,89,14139482.60,81,,
1926-05-12,0.003519,0.003519,0.004250,0.004250,14208141.40,89,14143196.10,81,,
1926-05-13,-0.002317,-0.002317,-0.001270,-0.001270,14262560.80,89,14208141.40,82,,
1926-05-14,-0.001665,-0.001858,-0.002655,-0.003095,14236068.90,89,14262560.80,83,,
1926-05-15,-0.002386,-0.002386,-0.002984,-0.002984,14202102.90,89,14236068.90,83,,
1926-05-17,-0.000567,-0.000567,-0.001217,-0.001217,14194046.80,89,14202102.90,83,,
1926-05-18,-0.001398,-0.001398,-0.002933,-0.002933,14174200.40,89,14194046.80,83,,
1926-05-19,-0.001767,-0.001852,-0.002811,-0.003062,14132112.60,89,14158332.90,82,,
1926-05-20,0.009557,0.009111,0.010278,0.010165,14276522.00,89,14132112.60,82,,
1926-05-21,0.007051,0.007051,0.009260,0.009260,14361427.00,89,14260874.50,82,,
1926-05-22,0.004523,0.004523,0.003926,0.003926,14327098.40,89,14247041.50,81,,
1926-05-24,0.002977,0.000904,0.004169,0.003615,14438796.10,89,14311478.40,81,,
1926-05-25,0.004020,0.004020,0.004006,0.004006,14496839.40,89,14438796.10,82,,
1926-05-26,0.006062,0.006062,0.004086,0.004086,14600513.10,89,14496839.40,82,,
1926-05-27,0.002671,0.002317,0.004315,0.004249,14689965.50,89,14600513.10,83,,
1926-05-28,0.006871,0.006047,0.007305,0.006772,14778795.50,89,14689965.50,84,,
1926-06-01,-0.004991,-0.006218,-0.005377,-0.006276,14686905.80,89,14778795.50,84,,
1926-06-02,0.004769,0.004769,0.004782,0.004782,14808540.50,89,14686905.80,84,,
1926-06-03,0.004452,0.004452,0.006070,0.006070,14822646.20,89,14756940.50,84,,
1926-06-04,0.001589,0.000412,0.001063,-0.000029,14818947.90,89,14822646.20,84,,
1926-06-05,0.000211,0.000211,0.000073,0.000073,14677959.90,89,14674861.60,83,,
1926-06-07,0.001872,0.001381,0.001936,0.001825,14842558.60,89,14677959.90,83,,
1926-06-08,0.001040,0.000925,0.002073,0.001893,14856282.20,89,14842558.60,84,,
1926-06-09,0.000579,0.000480,-0.000747,-0.000968,14863419.20,89,14856282.20,84,,
1926-06-10,0.001475,0.001475,-0.000095,-0.000095,14885345.20,89,14863419.20,84,,
1926-06-11,0.009138,0.009000,0.007216,0.006862,15019315.90,89,14885345.20,84,,
1926-06-12,0.006479,0.006479,0.004755,0.004755,15116626.70,89,15019315.90,84,,
1926-06-14,0.005434,0.005405,0.006049,0.005954,15198325.40,89,15116626.70,84,,
1926-06-15,0.000072,-0.000594,-0.000797,-0.001834,15189303.20,89,15198325.40,84,,
1926-06-16,0.005739,0.005739,0.006309,0.006309,15260293.10,89,15173215.80,83,,
1926-06-17,0.008465,0.008377,0.009286,0.008900,15388136.00,89,15260293.10,83,,
1926-06-18,-0.007409,-0.007637,-0.004651,-0.004805,15286476.80,89,15388136.00,83,,
1926-06-19,0.008156,0.008156,0.008025,0.008025,15411160.60,89,15286476.80,84,,
1926-06-21,0.003165,0.003061,0.004511,0.004334,15458330.40,89,15411160.60,84,,
1926-06-22,0.002162,0.002162,0.002106,0.002106,15491744.40,89,15458330.40,84,,
1926-06-23,-0.007393,-0.007393,-0.007263,-0.007263,15377207.00,89,15491744.40,84,,
1926-06-24,0.002784,0.002784,0.001335,0.001335,15420012.40,89,15377207.00,84,,
1926-06-25,-0.002794,-0.003859,-0.003367,-0.004216,15360500.60,89,15420012.40,84,,
1926-06-26,-0.000521,-0.000521,-0.000713,-0.000713,15106757.10,89,15114638.60,83,,
1926-06-28,0.002784,0.002744,0.002456,0.002308,15378305.20,89,15091027.10,82,,
1926-06-29,0.005671,0.005671,0.005331,0.005331,15465464.60,89,15378305.20,83,,
1926-06-30,0.002463,0.001810,0.001055,0.000010,15554633.50,89,15465464.60,83,,
1926-07-01,0.002716,0.002667,0.000879,0.000692,15601882.80,89,15554633.50,83,,
1926-07-02,0.004275,0.004056,0.003245,0.002917,15448798.50,89,15386395.80,82,,
1926-07-06,0.000781,0.000781,0.003413,0.003413,15730100.40,89,15448798.50,82,,
1926-07-07,0.002074,0.002074,0.002906,0.002906,15724408.40,89,15676350.40,83,,
1926-07-08,0.002242,0.002242,0.004335,0.004335,15759666.60,89,15724408.40,84,,
1926-07-09,-0.007629,-0.007941,-0.006248,-0.007029,15634519.10,89,15759666.60,84,,
1926-07-10,0.006689,0.006689,0.005550,0.005550,15791876.80,89,15634519.10,84,,
1926-07-12,0.001369,0.001280,0.002067,0.001945,15708039.30,89,15687959.20,83,,
1926-07-13,0.005007,0.005007,0.003098,0.003098,15837826.80,89,15708039.30,83,,
1926-07-14,0.000770,0.000770,0.001398,0.001398,15850028.10,89,15837826.80,84,,
1926-07-15,-0.004439,-0.005000,-0.004200,-0.004731,15770776.60,89,15850028.10,84,,
1926-07-16,0.005231,0.004963,0.004897,0.004558,15573291.10,89,15496376.60,83,,
1926-07-17,0.004408,0.004408,0.004050,0.004050,15703041.20,89,15361274.10,82,,
1926-07-19,0.000239,0.000239,0.000345,0.000345,15905031.10,89,15687531.20,82,,
1926-07-20,-0.006844,-0.006901,-0.005236,-0.005420,15538304.80,89,15630631.10,82,,
1926-07-21,-0.004943,-0.005008,-0.004905,-0.005052,15732091.40,89,15538304.80,83,,
1926-07-22,-0.007862,-0.007862,-0.008754,-0.008754,15608407.00,89,15732091.40,84,,
1926-07-23,0.000200,-0.000090,0.000678,0.000319,15607005.50,89,15608407.00,84,,
1926-07-24,-0.000682,-0.000682,-0.000595,-0.000595,15548420.80,89,15559036.00,83,,
1926-07-26,0.006141,0.006141,0.005767,0.005767,15692166.50,89,15548420.80,83,,
1926-07-27,0.004131,0.004131,0.003587,0.003587,15776967.40,89,15692166.50,84,,
1926-07-28,0.011802,0.011802,0.010011,0.010011,15947415.80,89,15761402.40,83,,
1926-07-29,0.005824,0.005824,0.002767,0.002767,15916292.70,89,15808651.20,82,,
1926-07-30,0.002755,0.002452,0.001226,0.000750,16093358.80,89,15916292.70,83,,
1926-07-31,0.006015,0.006015,0.007255,0.007255,16180459.20,89,16083708.80,83,,
1926-08-02,0.007214,0.006752,0.002376,0.002211,16299302.70,89,16180459.20,83,,
1926-08-03,0.006434,0.006300,0.002815,0.002647,16401981.90,89,16299302.70,84,,
1926-08-04,-0.004990,-0.004990,-0.003206,-0.003206,16320141.60,89,16401981.90,84,,
1926-08-05,-0.000877,-0.000877,0.000109,0.000109,16134782.90,89,16148952.90,82,,
1926-08-06,0.007379,0.007379,0.006898,0.006898,16409458.20,89,16134782.90,82,,
1926-08-07,0.005109,0.005109,0.002554,0.002554,16493299.60,89,16409458.20,83,,
1926-08-09,0.001313,0.001313,0.001178,0.001178,16514951.20,89,16493299.60,83,,
1926-08-10,-0.016169,-0.016738,-0.011191,-0.011593,16238520.10,89,16514951.20,83,,
1926-08-11,-0.005923,-0.005923,-0.003884,-0.003884,16157092.60,89,16238520.10,83,,
1926-08-12,0.011245,0.011245,0.009270,0.009270,16338775.50,89,16157092.60,84,,
1926-08-13,0.008941,0.008782,0.005838,0.005464,16482256.10,89,16338775.50,84,,
1926-08-14,0.006175,0.006175,0.004594,0.004594,16533628.20,89,16432162.40,83,,
1926-08-16,0.001146,0.000690,0.002175,0.001846,16594268.40,89,16533628.20,83,,
1926-08-17,-0.011025,-0.011025,-0.008977,-0.008977,16411318.80,89,16594268.40,84,,
1926-08-18,0.002670,0.002670,0.002047,0.002047,16586617.40,89,16411318.80,84,,
1926-08-19,-0.007308,-0.007398,-0.006710,-0.006951,16463906.10,89,16586617.40,84,,
1926-08-20,-0.001691,-0.002308,-0.000783,-0.000888,16410921.50,89,16448891.10,83,,
1926-08-21,0.003627,0.003627,0.004214,0.004214,16485318.80,89,16410921.50,83,,
1926-08-23,0.006257,0.006257,0.003145,0.003145,16573495.10,89,16470441.20,83,,
1926-08-24,-0.009515,-0.009515,-0.008287,-0.008287,16415798.90,89,16573495.10,83,,
1926-08-25,-0.003327,-0.003327,-0.002993,-0.002993,16376308.80,89,16415798.90,83,,
1926-08-26,0.006277,0.005961,0.005401,0.005333,16473929.90,89,16376308.80,84,,
1926-08-27,0.003533,0.003194,0.003283,0.003117,16526540.50,89,16473929.90,84,,
1926-08-28,0.003397,0.003397,0.005556,0.005556,16473539.20,89,16417764.90,83,,
1926-08-30,0.002494,0.002494,0.002792,0.002792,16623707.00,89,16473539.20,83,,
1926-08-31,0.008127,0.007200,0.004471,0.004011,16743393.60,89,16623707.00,84,,
1926-09-01,0.004860,0.004106,0.008336,0.007777,16812142.60,89,16743393.60,84,,
1926-09-02,0.000077,0.000077,0.001235,0.001235,16813441.10,89,16812142.60,84,,
1926-09-03,0.007763,0.006938,0.008672,0.007911,16930086.50,89,16813441.10,84,,
1926-09-07,0.007463,0.007266,0.007109,0.006947,17053103.80,89,16930086.50,84,,
1926-09-08,-0.006194,-0.006329,-0.004617,-0.004764,16945180.90,89,17053103.80,84,,
1926-09-09,0.000578,0.000492,0.001339,0.001135,16953520.40,89,16945180.90,84,,
1926-09-10,-0.010110,-0.010173,-0.007757,-0.007871,16781060.10,89,16953520.40,84,,
1926-09-11,-0.005067,-0.005067,-0.004518,-0.004518,16696023.30,89,16781060.10,84,,
1926-09-13,0.000782,0.000722,0.000813,0.000592,16708080.40,89,16696023.30,84,,
1926-09-14,0.011041,0.011041,0.009442,0.009442,16892555.50,89,16708080.40,84,,
1926-09-15,-0.002918,-0.003728,-0.003624,-0.004505,16829579.00,89,16892555.50,84,,
1926-09-16,-0.000885,-0.000885,-0.002353,-0.002353,16814680.60,89,16829579.00,84,,
1926-09-17,-0.009284,-0.009572,-0.011280,-0.011797,16653726.00,89,16814680.60,84,,
1926-09-18,0.008449,0.008449,0.009066,0.009066,16770604.90,89,16630101.00,83,,
1926-09-20,-0.005899,-0.005995,-0.007555,-0.007731,16749473.20,89,16770604.90,83,,
1926-09-21,0.004003,0.003878,0.004558,0.004398,16814420.80,89,16749473.20,85,,
1926-09-22,-0.002042,-0.002042,-0.002672,-0.002672,16724186.90,89,16758413.20,84,,
1926-09-23,0.002617,0.002617,0.003195,0.003195,16698773.60,89,16655186.90,83,,
1926-09-24,0.007508,0.007299,0.006115,0.005818,16947633.90,89,16698773.60,83,,
1926-09-25,0.002409,0.002409,0.002782,0.002782,16988464.00,89,16947633.90,85,,
1926-09-27,-0.001923,-0.002020,-0.002694,-0.002991,16954149.40,89,16988464.00,85,,
1926-09-28,-0.000015,-0.000015,-0.001522,-0.001522,16895849.40,89,16896099.40,84,,
1926-09-29,-0.003615,-0.003615,-0.002525,-0.002525,16891742.00,89,16895849.40,84,,
1926-09-30,0.004460,0.003895,0.004273,0.003277,16835120.40,89,16774267.00,83,,
1926-10-01,0.008863,0.008817,0.005201,0.005004,17044807.90,89,16835120.40,83,,
1926-10-02,-0.000974,-0.000974,-0.001689,-0.001689,17028206.40,89,17044807.90,84,,
1926-10-04,-0.015321,-0.015370,-0.017210,-0.017397,16766479.80,89,17028206.40,84,,
1926-10-05,-0.011636,-0.012037,-0.010853,-0.011001,16564669.90,89,16766479.80,84,,
1926-10-06,-0.004755,-0.004755,-0.005334,-0.005334,16485911.80,89,16564669.90,84,,
1926-10-07,-0.009997,-0.009997,-0.005774,-0.005774,16378078.20,89,16485911.80,84,,
1926-10-08,0.006137,0.005966,0.005866,0.005613,16418481.00,89,16321103.20,84,,
1926-10-09,-0.010681,-0.010681,-0.009899,-0.009899,16243116.70,89,16418481.00,84,,
1926-10-11,-0.007048,-0.007226,-0.006519,-0.006973,16124699.10,89,16243116.70,84,,
1926-10-13,0.009222,0.009222,0.008964,0.008964,16259060.00,89,16110495.40,83,,
1926-10-14,0.009533,0.009533,0.010335,0.010335,16427256.20,89,16259060.00,83,,
1926-10-15,-0.019495,-0.020138,-0.018864,-0.019623,16157628.10,89,16427256.20,84,,
1926-10-16,-0.007620,-0.007620,-0.007317,-0.007317,15977962.00,89,16100653.10,84,,
1926-10-18,0.008787,0.008787,0.008197,0.008197,16175758.90,89,15977962.00,84,,
1926-10-19,-0.012061,-0.012061,-0.011514,-0.011514,15923945.40,89,16118353.90,84,,
1926-10-20,0.000422,0.000366,-0.000938,-0.001131,15929678.00,89,15923945.40,84,,
1926-10-21,0.017210,0.017147,0.017389,0.017229,16202820.80,89,15929678.00,84,,
1926-10-22,-0.005123,-0.005151,-0.002539,-0.002744,16176767.80,89,16202820.80,84,,
1926-10-23,0.004855,0.004855,0.006607,0.006607,16197618.70,89,16119362.80,84,,
1926-10-25,-0.000297,-0.000297,-0.000727,-0.000727,16192810.00,89,16197618.70,84,,
1926-10-26,0.002688,0.002688,0.003036,0.003036,16236343.20,89,16192810.00,84,,
1926-10-27,0.012247,0.012247,0.010897,0.010897,16435184.00,89,16236343.20,84,,
1926-10-28,-0.001960,-0.002074,-0.001870,-0.002042,16401096.40,89,16435184.00,84,,
1926-10-29,-0.000714,-0.001381,0.000508,-0.000278,16389815.40,89,16401096.40,84,,
1926-10-30,-0.002630,-0.002630,-0.001523,-0.001523,16275309.30,89,16259801.10,82,,
1926-11-01,0.005396,0.004857,0.003847,0.003660,16425506.60,89,16217044.30,82,,
1926-11-03,0.002668,0.002668,0.002423,0.002423,16469325.80,89,16425506.60,84,,
1926-11-04,0.007209,0.007209,0.006214,0.006214,16588053.00,89,16469325.80,84,,
1926-11-05,-0.000305,-0.000437,0.000646,0.000477,16580812.10,89,16588053.00,84,,
1926-11-06,0.001715,0.001715,0.002740,0.002740,16609244.90,89,16580812.10,84,,
1926-11-08,0.006382,0.006382,0.005861,0.005861,16715251.20,89,16609244.90,84,,
1926-11-09,-0.000064,-0.000064,0.001228,0.001228,16714173.60,89,16715251.20,84,,
1926-11-10,-0.007294,-0.008012,-0.005157,-0.005619,16580257.20,89,16714173.60,84,,
1926-11-11,0.007018,0.007018,0.006630,0.006630,16696622.00,89,16580257.20,84,,
1926-11-12,0.002837,0.002837,0.002147,0.002147,16743992.80,89,16696622.00,84,,
1926-11-13,-0.003800,-0.003800,-0.001863,-0.001863,16680368.20,89,16743992.80,84,,
1926-11-15,0.004012,0.003177,0.003737,0.003253,16863504.40,89,16680368.20,84,,
1926-11-16,0.002936,0.002911,0.003073,0.003026,16912592.40,89,16863504.40,84,,
1926-11-17,-0.003963,-0.003963,-0.003691,-0.003691,16845560.90,89,16912592.40,84,,
1926-11-18,-0.005428,-0.005606,-0.004109,-0.004440,16809383.80,89,16845560.90,84,,
1926-11-19,-0.007979,-0.010963,-0.003852,-0.004315,16567476.60,89,16751118.80,84,,
1926-11-20,0.003662,0.003662,0.005032,0.005032,16628144.40,89,16567476.60,84,,
1926-11-22,0.005843,0.005843,0.004778,0.004778,16673000.80,89,16576144.40,83,,
1926-11-23,0.004405,0.004405,0.003546,0.003546,16857459.60,89,16673000.80,83,,
1926-11-24,0.000397,0.000397,0.001413,0.001413,16870933.80,89,16857459.60,85,,
1926-11-26,0.003156,0.002362,0.003488,0.003213,16940331.80,89,16813098.80,84,,
1926-11-27,-0.001429,-0.001429,-0.002219,-0.002219,16916117.10,89,16940331.80,84,,
1926-11-29,-0.003417,-0.003417,-0.003687,-0.003687,16858322.60,89,16916117.10,84,,
1926-11-30,0.003114,0.001953,0.003613,0.002937,16907546.60,89,16858322.60,84,,
1926-12-01,0.002556,0.001625,0.002951,0.002112,16994146.90,89,16907546.60,84,,
1926-12-02,0.004838,0.004838,0.004315,0.004315,17016954.50,89,16935021.90,84,,
1926-12-03,0.002793,0.001962,0.002165,0.001465,17050356.90,89,17016954.50,84,,
1926-12-04,-0.001293,-0.001293,-0.001505,-0.001505,17028312.90,89,17050356.90,84,,
1926-12-06,0.000897,0.000897,0.001745,0.001745,17043584.00,89,17028312.90,84,,
1926-12-07,-0.001264,-0.001279,-0.000314,-0.000425,17021783.30,89,17043584.00,84,,
1926-12-08,-0.001366,-0.001501,-0.000539,-0.000687,17054926.40,89,17021783.30,84,,
1926-12-09,0.004796,0.004710,0.006482,0.006265,17076276.00,89,16996231.40,84,,
1926-12-10,0.004124,0.003835,0.004388,0.004232,17141763.10,89,17076276.00,84,,
1926-12-11,0.000898,0.000898,0.002280,0.002280,17157891.30,89,17141763.10,84,,
1926-12-13,0.003377,0.003319,0.002835,0.002620,17200601.60,89,17143701.30,83,,
1926-12-14,0.001213,0.001213,0.000297,0.000297,17293807.00,89,17200601.60,83,,
1926-12-15,0.002131,0.001206,0.001438,0.000291,17256321.10,89,17235542.00,84,,
1926-12-16,-0.005850,-0.005850,-0.007227,-0.007227,17155379.50,89,17256321.10,84,,
1926-12-17,0.010797,0.010160,0.009073,0.008179,17329677.00,89,17155379.50,84,,
1926-12-18,0.004671,0.004671,0.003167,0.003167,17410615.70,89,17329677.00,84,,
1926-12-20,-0.002059,-0.002163,-0.001218,-0.001392,17350997.80,89,17388615.70,83,,
1926-12-21,-0.000195,-0.000195,-0.001059,-0.001059,17179636.80,89,17161232.20,81,,
1926-12-22,-0.000282,-0.000282,-0.000427,-0.000427,17367599.60,89,17179636.80,82,,
1926-12-23,0.003182,0.003067,0.001858,0.001697,17420873.50,89,17367599.60,84,,
1926-12-24,0.002512,0.002426,0.000088,-0.000029,17435812.80,89,17393623.50,83,,
1926-12-27,-0.002874,-0.002925,-0.003601,-0.003744,17411931.10,89,17435812.80,83,,
1926-12-28,-0.011453,-0.011453,-0.012288,-0.012288,17212514.80,89,17411931.10,84,,
1926-12-29,0.004787,0.004787,0.005564,0.005564,17294903.50,89,17212514.80,84,,
1926-12-30,-0.004444,-0.005215,-0.003022,-0.003693,17204713.40,89,17294903.50,84,,
